795.659132170241,163935,218752,265028,305499,341475,375857,410857,438266,467213,492734,514433,536826
797.480174383913,162223,216196,261727,301648,337045,370778,405322,432234,460635,485859,507259,529305
799.301216597585,160363,213590,258372,297665,332549,365780,399638,426202,454157,478933,500185,521783
801.122258811256,158601,210984,255022,293624,328002,360610,394053,420171,447579,472058,492912,514113
802.943301024928,156790,208280,251671,289669,323460,355603,388369,414139,441001,465132,485688,506542
804.764343238599,154929,205724,248321,285723,318918,350614,382785,408107,434423,458157,478316,498872
806.585385452271,153167,203019,245025,281822,314267,345400,377001,402076,427945,451232,470993,491152
808.406427665943,151307,200413,241616,277880,309734,340343,371367,396044,421317,444207,463770,483433
810.227469879614,149446,197758,238324,273844,305192,335259,365583,389764,414690,437133,456398,475762
812.048512093286,147734,195102,234915,269843,300596,330036,359899,383435,407963,430158,449075,468092
813.869554306957,145823,192497,231623,265802,295950,324889,354116,377403,401286,423083,441703,460273
815.690596520629,144012,189842,228160,261847,291417,319751,348382,371371,394658,416009,434331,452553
817.511638734301,142201,187186,224818,257946,286713,314523,342499,365141,387932,408835,426909,444635
819.332680947972,140390,184481,221414,253869,282130,309376,336766,358762,381205,401761,419487,436865
821.153723161644,138479,181776,218014,249864,277538,304193,330883,352730,374379,394538,412115,429096
822.974765375316,136668,179072,214614,245868,272892,299050,325000,346351,367652,387364,404593,421128
824.795807588987,134857,176466,211268,241782,268359,293687,319167,340121,360826,380091,397072,413160
826.616849802659,132947,173761,207809,237777,263600,288526,313334,333841,354000,372868,389601,405440
828.43789201633,131135,171056,204359,233736,258968,283208,307303,327511,347124,365644,382079,397422
830.258934230002,129225,168351,200964,229555,254273,277961,301271,321231,340298,358371,374509,389355
832.079976443674,127414,165646,197564,225496,249636,272679,295239,314902,333373,351098,366938,381387
833.901018657345,125603,162941,194055,221495,244940,267347,289307,308473,326447,343726,359317,373319
835.722060871017,123692,160236,190664,217454,240303,262056,283375,302143,319472,336304,351597,365252
838.15,122112,157944,187661,213973,236213,257417,277967,296537,313689,329990,344874,358392
